Order No,Order Date,Customer Name,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount Percentage,Discount Dollar,Order Total,Shipping Cost,Total
5745-1,2015/07/23,Magdelene Morse,Sydney,NSW,Home Office,Tina Carlton,Medium,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,2015/07/30,0.9,2.1,1.2,22,46.2,0.02,0.924,45.276,0.7,44.576
5745-1,2015/11/05,Bill Stewart,Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2015/05/13,1.84,2.88,1.04,24,69.12,0.04,2.7648,66.3552,0.99,65.3652
5745-1,2016/05/04,Adrian Shami,Sydney,NSW,Home Office,Phoebe Gour,Critical,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2016/11/04,3.84,6.3,2.46,50,315,0.09,28.35,286.65,0.5,286.15
5745-1,2014/02/13,Steve Nguyen,Sydney,NSW,Corporate,Leighton Forrest,Critical,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2014/02/13,2.29,3.69,1.4,1,3.69,0.01,0.0369,3.6531,0.5,3.1531
5745-1,2013/07/16,George Zrebassa,Sydney,NSW,Small Business,Natasha Song,Not Specified,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2013/07/17,1.92,3.26,1.34,8,26.08,0.07,1.8256,24.2544,1.86,22.3944
5747-1,2015/12/16,Patrick OBrill,Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,2015/12/18,36.02,58.1,22.08,38,2207.8,0.05,110.39,2097.41,1.49,2095.92
5747-1,2015/12/01,Jim Sink,Sydney,NSW,Corporate,Preston Senome,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2015/01/14,4.79,11.97,7.18,16,191.52,0.09,17.2368,174.2832,5.81,168.4732
5749-1,2015/03/24,Astrea Jones,Sydney,NSW,Corporate,Phoebe Gour,Critical,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,2015/03/26,2.9,4.76,1.86,39,185.64,0.07,12.9948,172.6452,0.88,171.7652
5749-1,2013/10/28,Toby Knight,Melbourne,VIC,Corporate,Connor Betts,Low,Colored Envelopes,Technology,Large Box,Regular Air,2013/10/29,2.25,3.69,1.44,48,177.12,0.08,14.1696,162.9504,2.5,160.4504
5749-1,2014/01/14,Nat Gilpin,Sydney,NSW,Home Office,Mihael Khan,Medium,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2014/01/16,5.19,12.98,7.79,4,51.92,0.09,4.6728,47.2472,3.14,44.1072
5750-1,2015/01/13,Max Jones,Melbourne,VIC,Corporate,Connor Betts,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,2015/01/15,2.87,6.84,3.97,13,88.92,0.03,2.6676,86.2524,4.42,81.8324
5750-1,2013/07/26,George Zrebassa,Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2013/07/27,4.79,11.97,7.18,9,107.73,0.04,4.3092,103.4208,5.81,97.6108
5751-1,2013/04/05,Lynn Smith,Sydney,NSW,Corporate,Samantha Chairs,High,Smiths File Caddy,Office Supplies,Small Pack,Express Air,2013/06/05,4.03,9.38,5.35,11,103.18,0.03,3.0954,100.0846,7.28,92.8046
5751-1,2015/06/27,Stefania Perrino,Melbourne,VIC,Small Business,Connor Betts,Critical,Binder Clips by OIC,Office Supplies,Small Box,Express Air,2015/06/29,0.93,1.48,0.55,37,54.76,0.09,4.9284,49.8316,0.7,49.1316
5752-1,2015/05/29,Cindy Schnelling,Melbourne,VIC,Consumer,Connor Betts,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2015/05/31,2.9,4.76,1.86,23,109.48,0.07,7.6636,101.8164,0.88,100.9364
5752-1,2015/03/25,Dan Lawera,Sydney,NSW,Home Office,Nicholas Fernandes,Low,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2015/03/27,1.6,2.62,1.02,47,123.14,0,0,123.14,0.8,122.34
5752-1,2015/01/17,Ean McVeigh,Sydney,NSW,Corporate,Leighton Forrest,Critical,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Box,Express Air,2015/01/17,3.51,8.57,5.06,30,257.1,0.08,20.568,236.532,6.14,230.392
5752-1,2015/01/19,Katrina Edelman,Sydney,NSW,Corporate,Preston Senome,Critical,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Furniture,Large Box,Regular Air,2015/01/21,0.9,2.1,1.2,44,92.4,0.08,7.392,85.008,0.7,84.308
5752-1,2013/12/09,Michael Granlund,Sydney,NSW,Small Business,Phoebe Gour,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2013/09/14,1.31,2.84,1.53,18,51.12,0.09,4.6008,46.5192,0.93,45.5892
5753-1,2013/11/02,Thomas Boland,Sydney,NSW,Corporate,Mihael Khan,High,Artisan Durable Binders,Office Supplies,Small Pack,Regular Air,2013/02/13,1.84,2.88,1.04,10,28.8,0.01,0.288,28.512,1.49,27.022
5754-1,2015/05/20,Allen Armold,Melbourne,VIC,Consumer,Connor Betts,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Express Air,2015/05/22,13.88,22.38,8.5,22,492.36,0.1,49.236,443.124,15.1,428.024
5755-1,2013/07/24,Karl Brown,Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Express Air,2013/07/26,1.84,2.88,1.04,4,11.52,0.09,1.0368,10.4832,0.99,9.4932
5755-1,2014/12/27,Todd Boyes,Sydney,NSW,Consumer,Preston Senome,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2014/12/29,2.52,4,1.48,47,188,0.1,18.8,169.2,1.3,167.9
5755-1,2013/02/14,Muhammed Yedwab,Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan Hubbe Reidy-Dton Flip,Office Supplies,Wrap Bag,Regular Air,2013/02/15,41.28,95.99,54.71,38,3647.62,0,0,3647.62,8.99,3638.63
5757-1,2015/01/16,Lizard Blumshen,Melbourne,VIC,Corporate,Connor Betts,Medium,Emerson Stylus 1520 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,2015/01/17,315.61,500.97,185.36,17,8516.49,0.02,170.3298,8346.1602,69.3,8276.8602
5758-1,2013/09/08,Tony Sayre,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2013/08/13,13.88,22.38,8.5,39,872.82,0.03,26.1846,846.6354,15.1,831.5354
5758-1,2013/12/29,Jeremy Pistek,Sydney,NSW,Consumer,Mihael Khan,Not Specified,Artisan Non-Stick Binders,Technology,Small Box,Regular Air,2013/12/21,2.74,4.49,1.75,44,197.56,0.1,19.756,177.804,1.49,176.314
5759-1,2015/05/07,Larry Tron,Sydney,NSW,Small Business,Tina Carlton,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2015/07/07,8.92,29.74,20.82,24,713.76,0.05,35.688,678.072,6.64,671.432
5759-1,2013/07/17,Pauline Webber,Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2013/07/17,2.26,3.58,1.32,19,68.02,0.01,0.6802,67.3398,5.47,61.8698
5760-1,2013/04/20,Thomas Boland,Sydney,NSW,Consumer,Mihael Khan,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2013/04/22,0.71,1.14,0.43,49,55.86,0,0,55.86,0.7,55.16
5761-1,2015/08/27,Lycoris Saunders,Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan Hi-Liter Fluorescent Desk Style Markers,Technology,Small Box,Regular Air,2015/08/28,1.76,3.38,1.62,8,27.04,0.05,1.352,25.688,0.85,24.838
5761-1,2013/08/25,Bruce Degenhardt,Sydney,NSW,Home Office,Samantha Chairs,High,Colored Envelopes,Office Supplies,Small Box,Regular Air,2013/08/26,2.25,3.69,1.44,29,107.01,0,0,107.01,2.5,104.51
5762-1,2015/01/20,Saphhira Shifley,Sydney,NSW,Corporate,Preston Senome,Critical,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Technology,Medium Box,Regular Air,2015/01/21,4.48,8.14,3.66,3,24.42,0.01,0.2442,24.1758,3.12,21.0558
5762-1,2015/09/12,Craig Carroll,Melbourne,VIC,Consumer,Connor Betts,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2015/09/12,2.45,3.89,1.44,30,116.7,0.01,1.167,115.533,7.01,108.523
5762-1,2015/01/20,Saphhira Shifley,Sydney,NSW,Corporate,Preston Senome,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2015/01/21,1.18,1.88,0.7,34,63.92,0,0,63.92,1.49,62.43
5762-1,2015/03/20,Sibella Parks,Melbourne,VIC,Home Office,Connor Betts,Medium,Artisan Legal 4-Ring Binder,Office Supplies,Small Pack,Regular Air,2015/03/21,13.64,20.98,7.34,11,230.78,0.08,18.4624,212.3176,1.49,210.8276
5762-1,2015/01/20,Saphhira Shifley,Sydney,NSW,Consumer,Preston Senome,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,2015/01/21,1.76,3.38,1.62,34,114.92,0,0,114.92,0.85,114.07
5762-1,2015/01/20,Art Miller,Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Binder Labels,Office Supplies,Small Pack,Regular Air,2015/01/21,2.45,3.89,1.44,19,73.91,0.08,5.9128,67.9972,7.01,60.9872
5762-1,2015/02/01,Dave Hallsten,Sydney,NSW,Corporate,Charlie Bui,Critical,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2015/04/01,1.6,2.62,1.02,19,49.78,0,0,49.78,0.8,48.98
5762-2,2014/09/13,Christina Vanderzanden,Sydney,NSW,Small Business,Tina Carlton,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2014/09/17,1.18,1.88,0.7,31,58.28,0.06,3.4968,54.7832,1.49,53.2932
5764-1,2015/01/14,Maya Herman,Sydney,NSW,Consumer,Leighton Forrest,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Express Air,2015/01/15,13.88,22.38,8.5,42,939.96,0.07,65.7972,874.1628,15.1,859.0628
5765-1,2014/10/12,Marc Crier,Sydney,NSW,Corporate,Natasha Song,Critical,Colored Envelopes,Technology,Medium Box,Regular Air,2014/12/12,2.25,3.69,1.44,10,36.9,0.01,0.369,36.531,2.5,34.031
5766-1,2014/07/01,Charlotte Melton,Sydney,NSW,Home Office,Preston Senome,Critical,Colored Envelopes,Office Supplies,Small Box,Regular Air,2014/08/01,2.25,3.69,1.44,9,33.21,0.09,2.9889,30.2211,2.5,27.7211
5766-1,2015/05/19,Carlos Meador,Sydney,NSW,Consumer,Tina Carlton,Critical,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2015/05/20,2.25,3.69,1.44,18,66.42,0.06,3.9852,62.4348,2.5,59.9348
5766-1,2015/01/21,Jennifer Braxton,Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,2015/01/23,2.25,3.69,1.44,14,51.66,0.1,5.166,46.494,2.5,43.994
5767-1,2013/11/12,Bill Stewart,Sydney,NSW,Home Office,Tina Carlton,High,Artisan Non-Stick Binders,Technology,Large Box,Regular Air,2013/12/15,2.74,4.49,1.75,5,22.45,0.02,0.449,22.001,1.49,20.511
5768-2,2015/01/22,Bill Donatelli,Sydney,NSW,Small Business,Phoebe Gour,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Express Air,2015/01/22,13.88,22.38,8.5,48,1074.24,0.07,75.1968,999.0432,15.1,983.9432
5768-2,2015/01/22,Bill Donatelli,Sydney,NSW,Corporate,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2015/01/22,13.88,22.38,8.5,41,917.58,0.03,27.5274,890.0526,15.1,874.9526
5768-2,2013/03/30,Justin Knight,Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2013/03/31,0.93,1.48,0.55,38,56.24,0.04,2.2496,53.9904,0.7,53.2904
5768-2,2015/07/23,Magdelene Morse,Sydney,NSW,Small Business,Tina Carlton,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2015/07/30,13.88,22.38,8.5,46,1029.48,0.09,92.6532,936.8268,15.1,921.7268
5768-2,2014/10/23,Caroline Jumper,Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,2014/10/25,6.39,19.98,13.59,36,719.28,0.06,43.1568,676.1232,4,672.1232
5768-2,2015/01/22,Bill Donatelli,Sydney,NSW,Consumer,Phoebe Gour,Critical,"Artias Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Express Air,2015/01/22,13.88,22.38,8.5,8,179.04,0.05,8.952,170.088,15.1,154.988
5768-2,2015/01/22,Bill Donatelli,Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2015/01/24,6.39,19.98,13.59,47,939.06,0.04,37.5624,901.4976,4,897.4976
5769-1,2015/04/30,Pauline Webber,Melbourne,VIC,Corporate,Yvette Biti,Medium,Colored Envelopes,Technology,Medium Box,Regular Air,2015/02/05,2.25,3.69,1.44,9,33.21,0.08,2.6568,30.5532,2.5,28.0532
5769-1,2014/04/04,Jesus Ocampo,Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2014/05/04,2.29,3.69,1.4,39,143.91,0.08,11.5128,132.3972,0.5,131.8972
5772-1,2015/07/25,Beth Paige,Melbourne,VIC,Corporate,Connor Betts,Low,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2015/07/26,3.48,5.43,1.95,19,103.17,0,0,103.17,0.95,102.22
5772-1,2015/12/05,Sean ODonnell,Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2015/05/14,3.65,5.98,2.33,9,53.82,0.08,4.3056,49.5144,1.49,48.0244
5775-1,2015/01/26,Darrin Sayre,Sydney,NSW,Corporate,Phoebe Gour,Not Specified,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2015/01/28,0.71,1.14,0.43,40,45.6,0.03,1.368,44.232,0.7,43.532
5777-1,2015/01/28,Phillip Flathmann,Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2015/01/29,2.29,3.69,1.4,45,166.05,0.1,16.605,149.445,0.5,148.945
5777-1,2015/01/28,Phillip Flathmann,Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2015/01/29,2.29,3.69,1.4,34,125.46,0.1,12.546,112.914,0.5,112.414
5777-1,2015/01/28,Phillip Flathmann,Sydney,NSW,Consumer,Nicholas Fernandes,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2015/01/29,1.59,2.61,1.02,32,83.52,0.1,8.352,75.168,0.5,74.668
5778-1,2015/08/06,Jack OBriant,Sydney,NSW,Home Office,Mihael Khan,Low,Adesso Programmable 142-Key Keyboard,Technology,Large Box,Regular Air,2015/09/06,32.02,152.48,120.46,16,2439.68,0,0,2439.68,4,2435.68
5778-1,2015/11/24,Henry Goldwyn,Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Hole Reinforcements,Office Supplies,Small Box,Express Air,2015/11/24,3.99,6.23,2.24,30,186.9,0.09,16.821,170.079,6.97,163.109
5779-1,2016/05/07,Denise Monton,Sydney,NSW,Small Business,Samantha Chairs,High,UGen Ultra Professional Cordless Optical Suite,Technology,Large Box,Express Air,2016/07/07,156.5,300.97,144.47,50,15048.5,0.09,1354.365,13694.135,7.18,13686.955
5779-1,2015/06/05,Michelle Lonsdale,Melbourne,VIC,Consumer,Connor Betts,Low,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015/08/05,278.99,449.99,171,8,3599.92,0.09,323.9928,3275.9272,49,3226.9272
5779-1,2015/03/25,Ed Braxton,Melbourne,VIC,Consumer,Yvette Biti,Medium,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2015/03/27,3.65,5.98,2.33,46,275.08,0.01,2.7508,272.3292,1.49,270.8392
5779-1,2013/09/09,Liz Price,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013/10/09,1.84,2.88,1.04,39,112.32,0.03,3.3696,108.9504,0.99,107.9604
5781-1,2013/12/16,Patrick OBrill,Sydney,NSW,Home Office,Tina Carlton,High,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2013/12/18,2.74,4.49,1.75,30,134.7,0.09,12.123,122.577,1.49,121.087
5781-1,2015/03/02,Tom Stivers,Sydney,NSW,Corporate,Aanya Zhang,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2015/02/03,21.56,36.55,14.99,42,1535.1,0.07,107.457,1427.643,13.89,1413.753
5782-1,2015/02/18,Sandra Glassco,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Durable Binders,Office Supplies,Wrap Bag,Regular Air,2015/02/19,1.84,2.88,1.04,39,112.32,0.08,8.9856,103.3344,1.49,101.8444
5782-1,2013/03/13,Darren Powers,Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan 487 Labels,Office Supplies,Small Pack,Regular Air,2013/03/13,2.29,3.69,1.4,6,22.14,0,0,22.14,0.5,21.64
5782-1,2013/06/16,Liz MacKendrick,Melbourne,VIC,Small Business,Connor Betts,Critical,Laser DVD-RAM discs,Office Supplies,Small Box,Regular Air,2013/06/16,20.18,35.41,15.23,45,1593.45,0,0,1593.45,1.99,1591.46
5782-1,2013/05/10,Neil Knudson,Sydney,NSW,Consumer,Tina Carlton,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2013/07/10,1.53,2.78,1.25,47,130.66,0.04,5.2264,125.4336,1.34,124.0936
5782-1,2013/08/22,Bradley Drucker,Sydney,NSW,Consumer,Charlie Bui,High,Desktop 3-Pocket Hot File,Office Supplies,Wrap Bag,Regular Air,2013/08/24,22.18,54.1,31.92,46,2488.6,0,0,2488.6,19.99,2468.61
5782-1,2014/12/26,Arthur Gainer,Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Small Box,Express Air,2014/12/29,3.52,5.58,2.06,44,245.52,0.07,17.1864,228.3336,2.99,225.3436
5782-2,2015/05/17,Erica Melson,Sydney,NSW,Corporate,Natasha Song,Low,Steady Liquid Accent Tank-Style Highlighters,Furniture,Large Box,Regular Air,2015/05/19,1.31,2.84,1.53,3,8.52,0.1,0.852,7.668,0.93,6.738
5783-1,2015/02/02,Paul Knutson,Sydney,NSW,Corporate,Leighton Forrest,Low,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2015/03/02,278.99,449.99,171,19,8549.81,0.09,769.4829,7780.3271,49,7731.3271
5783-1,2015/02/02,Michael Oakman,Melbourne,VIC,Corporate,Connor Betts,High,Cando PC940 Copier,Office Supplies,Small Pack,Regular Air,2015/03/02,216,449.99,233.99,42,18899.58,0.05,944.979,17954.601,24.49,17930.111
5783-1,2013/08/08,Harold Ryan,Sydney,NSW,Corporate,Tina Carlton,Low,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2013/09/08,278.99,449.99,171,12,5399.88,0.04,215.9952,5183.8848,49,5134.8848
5783-1,2015/01/02,Julie Dunbar,Sydney,NSW,Corporate,Aanya Zhang,Critical,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2015/03/02,278.99,449.99,171,11,4949.89,0.07,346.4923,4603.3977,49,4554.3977
5784-1,2013/01/10,John Dryer,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Pack,Express Air,2013/02/10,5.33,8.6,3.27,23,197.8,0.01,1.978,195.822,6.19,189.632
5786-1,2014/07/06,Arthur Gainer,Melbourne,VIC,Corporate,Connor Betts,Low,370 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2014/09/06,1.09,2.6,1.51,38,98.8,0.09,8.892,89.908,2.4,87.508
5786-1,2015/11/06,Tamara Chand,Sydney,NSW,Home Office,Samantha Chairs,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,2015/11/06,4.48,8.14,3.66,25,203.5,0.1,20.35,183.15,3.12,180.03
5790-1,2015/04/02,David Smith,Sydney,NSW,Consumer,Mihael Khan,Not Specified,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2015/06/02,2.31,3.78,1.47,47,177.66,0.03,5.3298,172.3302,0.71,171.6202
5792-1,2014/09/21,Victoria Pisteka,Sydney,NSW,Corporate,Natasha Song,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2014/09/22,1.94,3.08,1.14,42,129.36,0.04,5.1744,124.1856,0.99,123.1956
5795-1,2013/10/07,Julie Kriz,Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2013/10/07,3.32,5.18,1.86,36,186.48,0.09,16.7832,169.6968,2.04,167.6568
5796-1,2014/10/12,Marc Crier,Sydney,NSW,Home Office,Natasha Song,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,2014/12/12,2.25,3.69,1.44,27,99.63,0,0,99.63,2.5,97.13
5797-1,2015/07/26,Jack OBriant,Sydney,NSW,Home Office,Mihael Khan,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2015/07/27,3.52,5.68,2.16,34,193.12,0.03,5.7936,187.3264,1.39,185.9364
5797-1,2014/06/12,Roy Phan,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2014/07/11,5.19,12.98,7.79,27,350.46,0.08,28.0368,322.4232,3.14,319.2832
5798-1,2015/01/01,Michael Oakman,Melbourne,VIC,Consumer,Connor Betts,Not Specified,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,2015/03/01,1.76,2.94,1.18,47,138.18,0.04,5.5272,132.6528,0.81,131.8428
5799-1,2013/07/05,Grant Carroll,Sydney,NSW,Corporate,Aanya Zhang,Critical,Cando PC940 Copier,Office Supplies,Wrap Bag,Express Air,2013/09/05,278.99,449.99,171,29,13049.71,0.07,913.4797,12136.2303,49,12087.2303
5799-1,2016/01/17,Brad Eason,Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Express Air,2016/01/19,156.5,300.97,144.47,42,12640.74,0.04,505.6296,12135.1104,7.18,12127.9304
5799-1,2015/08/06,Jock OBriant,Melbourne,VIC,Home Office,Connor Betts,High,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2015/09/06,156.5,300.97,144.47,21,6320.37,0.09,568.8333,5751.5367,7.18,5744.3567
5799-1,2014/06/18,Toby Swindell,Sydney,NSW,Corporate,Leighton Forrest,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2014/06/18,5.19,12.98,7.79,20,259.6,0.06,15.576,244.024,3.14,240.884
5799-1,2014/07/04,Carlos Daly,Sydney,NSW,Corporate,Charlie Bui,Critical,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,2014/07/04,156.5,300.97,144.47,9,2708.73,0.08,216.6984,2492.0316,7.18,2484.8516
5801-1,2014/09/13,Christina Vanderzanden,Sydney,NSW,Consumer,Tina Carlton,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2014/09/17,4.46,10.89,6.43,46,500.94,0.04,20.0376,480.9024,4.5,476.4024
5801-1,2015/02/17,Shahid Shariari,Sydney,NSW,Small Business,Mihael Khan,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2015/02/19,4.79,11.97,7.18,35,418.95,0.04,16.758,402.192,5.81,396.382
5802-1,2013/01/11,Kristina Nunn,Sydney,NSW,Small Business,Mihael Khan,Medium,Pizazz Dustless Chalk Sticks,Technology,Small Box,Regular Air,2013/02/11,1.09,1.68,0.59,9,15.12,0.06,0.9072,14.2128,1,13.2128
5802-1,2015/07/03,Carlos Soltero,Sydney,NSW,Corporate,Charlie Bui,Medium,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2015/03/18,0.24,1.26,1.02,8,10.08,0.06,0.6048,9.4752,0.7,8.7752
5802-1,2016/11/04,Berenike Kampe,Melbourne,VIC,Small Business,Connor Betts,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2016/11/04,8.31,15.98,7.67,41,655.18,0.06,39.3108,615.8692,6.5,609.3692
5802-1,2014/03/09,Kean Thornton,Sydney,NSW,Home Office,Natasha Song,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,2014/10/09,4.59,7.28,2.69,10,72.8,0.1,7.28,65.52,11.15,54.37
5802-2,2015/11/11,Nora Price,Sydney,NSW,Small Business,Preston Senome,Medium,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2015/11/13,0.93,1.48,0.55,21,31.08,0.04,1.2432,29.8368,0.7,29.1368
5803-1,2015/02/18,Sandra Glassco,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2015/02/21,3.5,5.74,2.24,40,229.6,0.03,6.888,222.712,5.01,217.702
5803-1,2015/02/18,Sandra Glassco,Melbourne,VIC,Small Business,Connor Betts,Low,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2015/02/21,3.32,5.18,1.86,22,113.96,0.1,11.396,102.564,2.04,100.524
5803-1,2015/02/18,Sandra Glassco,Melbourne,VIC,Home Office,Connor Betts,Critical,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2015/02/21,3.32,5.18,1.86,43,222.74,0.03,6.6822,216.0578,2.04,214.0178
5803-1,2015/07/15,Barry Gonzalez,Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2015/07/19,2.26,3.58,1.32,43,153.94,0.08,12.3152,141.6248,5.47,136.1548
5803-1,2015/02/18,Sandra Glassco,Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2015/02/21,3.37,5.53,2.16,6,33.18,0.03,0.9954,32.1846,6.98,25.2046
5804-1,2015/11/20,Lycoris Saunders,Sydney,NSW,Corporate,Samantha Chairs,Not Specified,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2015/11/21,10.07,15.98,5.91,40,639.2,0.03,19.176,620.024,4,616.024
